0,wrd_length,total_char,syl_count,syl_sum,sentiment
"The strangest figures we saw were the Slovaks, who were more barbarian than the rest, with their big cow-boy hats, great baggy dirty-white trousers, white linen shirts, and enormous heavy leather belts, nearly a foot wide, all studded over with brass nails.","[3, 9, 7, 2, 3, 4, 3, 7, 3, 4, 4, 9, 4, 3, 4, 4, 5, 3, 7, 4, 5, 5, 11, 8, 5, 5, 6, 3, 8, 5, 7, 5, 6, 1, 4, 4, 3, 7, 4, 4, 5, 5]",208,"[1 2 2 1 1 1 1 2 1 1 1 4 1 1 1 1 1 1 2 1 2 2 3 2 1 2 1 1 3 3 3 1 3 1 1 1 1
 1 2 1 1 1]",64,0.0444444444444
"They wore high boots, with their trousers tucked into them, and had long black hair and heavy black moustaches.","[4, 4, 4, 5, 4, 5, 8, 6, 4, 4, 3, 3, 4, 5, 4, 3, 5, 5, 10]",90,[1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 3 1 2],24,-0.0846666666667
"They are very picturesque, but do not look prepossessing.","[4, 3, 4, 11, 3, 2, 3, 4, 13]",47,[1 1 2 3 1 1 1 1 4],15,0.2
On the stage they would be set down at once as some old Oriental band of brigands.,"[2, 3, 5, 4, 5, 2, 3, 4, 2, 4, 2, 4, 3, 8, 4, 2, 8]",65,[1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 2],21,-0.0277777777778
"They are, however, I am told, very harmless and rather wanting in natural self-assertion.","[4, 3, 7, 1, 2, 4, 4, 8, 3, 6, 7, 2, 7, 14]",72,[1 1 3 1 1 1 2 2 1 2 2 1 3 4],25,0.15
"It was on the dark side of twilight when we got to Bistritz, which is a very interesting old place.","[2, 3, 2, 3, 4, 4, 2, 8, 4, 2, 3, 2, 8, 5, 2, 1, 4, 11, 3, 5]",78,[1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 2 4 1 1],26,0.2
"Being practically on the frontier--for the Borgo Pass leads from it into Bukovina--it has had a very stormy existence, and it certainly shows marks of it.","[5, 11, 2, 3, 8, 3, 3, 5, 4, 5, 4, 2, 4, 8, 2, 3, 3, 1, 4, 6, 9, 3, 2, 9, 5, 5, 2, 2]",123,[1 4 1 1 3 1 1 2 1 2 1 1 2 4 1 1 1 1 2 2 3 1 1 3 1 1 1 1],45,0.207142857143
"Fifty years ago a series of great fires took place, which made terrible havoc on five separate occasions.","[5, 5, 3, 1, 6, 2, 5, 5, 4, 5, 5, 4, 8, 5, 2, 4, 8, 9]",86,[2 2 2 1 2 1 2 1 1 1 1 1 2 2 1 1 3 3],29,-0.1
"At the very beginning of the seventeenth century it underwent a siege of three weeks and lost 13,000 people, the casualties of war proper being assisted by famine and disease.","[2, 3, 4, 9, 2, 3, 11, 7, 2, 9, 1, 5, 2, 5, 5, 3, 4, 6, 6, 3, 10, 2, 3, 6, 5, 8, 2, 6, 3, 7]",144,[1 1 2 3 1 1 3 3 1 3 1 2 1 1 1 1 1 0 1 1 3 1 1 2 1 2 1 2 1 3],46,0.1
"Count Dracula had directed me to go to the Golden Krone Hotel, which I found, to my great delight, to be thoroughly old-fashioned, for of course I wanted to see all I could of the ways of the country.","[5, 7, 3, 8, 2, 2, 2, 2, 3, 6, 5, 5, 5, 1, 5, 2, 2, 5, 7, 2, 2, 10, 13, 3, 2, 6, 1, 6, 2, 3, 3, 1, 5, 2, 3, 4, 2, 3, 7]",157,"[1 3 1 2 1 1 1 1 1 2 1 2 1 1 1 1 1 2 2 1 1 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 2]",51,0.55
"I was evidently expected, for when I got near the door I faced a cheery-looking elderly woman in the usual peasant dress--white undergarment with long double apron, front, and back, of coloured stuff fitting almost too tight for modesty.","[1, 3, 9, 8, 3, 4, 1, 3, 4, 3, 4, 1, 5, 1, 14, 7, 5, 2, 3, 5, 7, 5, 5, 12, 4, 4, 6, 5, 5, 3, 4, 2, 8, 5, 7, 6, 3, 5, 3, 7]",192,"[1 1 4 2 1 1 1 1 2 1 1 1 1 1 4 3 2 1 1 2 3 1 1 4 1 1 1 2 1 1 1 1 2 1 2 2 1
 1 1 3]",63,0.00267857142857
"When I came close she bowed and said, ""The Herr Englishman?""","[4, 1, 4, 5, 3, 5, 3, 4, 3, 4, 10]",46,[1 1 1 1 0 1 1 1 1 1 3],12,0.0
"""Yes,"" I said, ""Jonathan Harker.""","[3, 1, 4, 8, 6]",22,[0 1 1 3 2],7,0.0
"She smiled, and gave some message to an elderly man in white shirt-sleeves, who had followed her to the door.","[3, 6, 3, 4, 4, 7, 2, 2, 7, 3, 2, 5, 13, 3, 3, 8, 3, 2, 3, 4]",87,[0 1 1 1 1 2 1 1 3 1 1 1 2 1 1 2 1 1 1 1],24,0.3
"He went, but immediately returned with a letter:--       ""My Friend.--Welcome to the Carpathians.","[2, 4, 3, 11, 8, 4, 1, 6, 2, 6, 7, 2, 3, 11]",70,[1 1 1 6 2 1 1 2 1 2 2 1 1 4],26,0.0
I am anxiously expecting      you.,"[1, 2, 9, 9, 3]",24,[1 1 3 3 1],9,-0.25
Sleep well to-night.,"[5, 4, 8]",17,[1 1 2],4,0.0
At three to-morrow the diligence will      start for Bukovina; a place on it is kept for you.,"[2, 5, 9, 3, 9, 4, 5, 3, 8, 1, 5, 2, 2, 2, 4, 3, 3]",70,[1 1 3 1 3 1 1 1 4 1 1 1 1 1 1 1 1],24,0.0
At the Borgo      Pass my carriage will await you and will bring you to me.,"[2, 3, 5, 4, 2, 8, 4, 5, 3, 3, 4, 5, 3, 2, 2]",55,[1 1 2 1 1 3 1 2 1 1 1 1 1 1 1],19,0.0
"I trust      that your journey from London has been a happy one, and that you      will enjoy your stay in my beautiful land.","[1, 5, 4, 4, 7, 4, 6, 3, 4, 1, 5, 3, 3, 4, 3, 4, 5, 4, 4, 2, 2, 9, 4]",91,[1 1 1 1 2 1 2 1 1 1 2 1 1 1 1 1 2 1 1 1 1 4 1],30,0.683333333333
"""Your friend,  ""DRACULA.""","[4, 6, 7]",17,[1 2 3],6,0.0
"_4 May._--I found that my landlord had got a letter from the Count, directing him to secure the best place on the coach for me; but on making inquiries as to details he seemed somewhat reticent, and pretended that he could not understand my German.","[1, 3, 1, 5, 4, 2, 8, 3, 3, 1, 6, 4, 3, 5, 9, 3, 2, 6, 3, 4, 5, 2, 3, 5, 3, 2, 3, 2, 6, 9, 2, 2, 7, 2, 6, 8, 8, 3, 9, 4, 2, 5, 3, 10, 2, 6]",195,"[0 1 1 1 1 1 2 1 1 1 2 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 1 2 3 1 1 2 1 1 3 3
 1 2 1 1 1 1 3 1 2]",62,0.466666666667
"This could not be true, because up to then he had understood it perfectly; at least, he answered my questions exactly as if he did.","[4, 5, 3, 2, 4, 7, 2, 2, 4, 2, 3, 10, 2, 9, 2, 5, 2, 8, 2, 9, 7, 2, 2, 2, 3]",103,[1 1 1 1 0 2 1 1 1 1 1 3 1 3 1 2 1 2 1 2 3 1 1 1 1],34,0.1
"He and his wife, the old lady who had received me, looked at each other in a frightened sort of way.","[2, 3, 3, 4, 3, 3, 4, 3, 3, 8, 2, 6, 2, 4, 5, 2, 1, 10, 4, 2, 3]",77,[1 1 1 1 1 1 2 1 1 2 1 1 1 2 2 1 1 2 1 1 1],26,-0.0125
"He mumbled out that the money had been sent in a letter, and that was all he knew.","[2, 7, 3, 4, 3, 5, 3, 4, 4, 2, 1, 6, 3, 4, 3, 3, 2, 4]",63,[1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1],20,0.0
"When I asked him if he knew Count Dracula, and could tell me anything of his castle, both he and his wife crossed themselves, and, saying that they knew nothing at all, simply refused to speak further.","[4, 1, 5, 3, 2, 2, 4, 5, 7, 3, 5, 4, 2, 8, 2, 3, 6, 4, 2, 3, 3, 4, 7, 10, 3, 6, 4, 4, 4, 7, 2, 3, 6, 7, 2, 5, 7]",159,[1 1 1 1 1 1 1 1 3 1 1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 2 1 2 2],47,0.0
"It was so near the time of starting that I had no time to ask any one else, for it was all very mysterious and not by any means comforting.","[2, 3, 2, 4, 3, 4, 2, 8, 4, 1, 3, 2, 4, 2, 3, 3, 3, 4, 3, 2, 3, 3, 4, 10, 3, 3, 2, 3, 5, 10]",108,[1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 3 1 1 1 2 2 3],40,0.0333333333333
"Just before I was leaving, the old lady came up to my room and said in a very hysterical way:  ""Must you go?","[4, 6, 1, 3, 7, 3, 3, 4, 4, 2, 2, 2, 4, 3, 4, 2, 1, 4, 10, 3, 4, 3, 2]",81,[1 2 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 2 4 1 1 1 1],31,-0.45
Oh!,[2],2,[1],1,0.0
"young Herr, must you go?""","[5, 4, 4, 3, 2]",18,[1 1 1 1 1],5,0.1
"She was in such an excited state that she seemed to have lost her grip of what German she knew, and mixed it all up with some other language which I did not know at all.","[3, 3, 2, 4, 2, 7, 5, 4, 3, 6, 2, 4, 4, 3, 4, 2, 4, 6, 3, 4, 3, 5, 2, 3, 2, 4, 4, 5, 8, 5, 1, 3, 3, 4, 2, 3]",132,[0 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1],37,0.05
I was just able to follow her by asking many questions.,"[1, 3, 4, 4, 2, 6, 3, 2, 6, 4, 9]",44,[1 1 1 1 1 2 1 1 2 2 2],15,0.5
"When I told her that I must go at once, and that I was engaged on important business, she asked again:  ""Do you know what day it is?""","[4, 1, 4, 3, 4, 1, 4, 2, 2, 4, 3, 4, 1, 3, 7, 2, 9, 8, 3, 5, 5, 2, 3, 4, 4, 3, 2, 2]",99,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 3 0 1 2 1 1 1 1 1 1 1],33,0.4
I answered that it was the fourth of May.,"[1, 8, 4, 2, 3, 3, 6, 2, 3]",32,[1 2 1 1 1 1 1 1 1],10,0.0
"She shook her head as she said again:  ""Oh, yes!","[3, 5, 3, 4, 2, 3, 4, 5, 2, 3]",34,[0 1 1 2 1 0 1 2 1 0],9,0.0
I know that!,"[1, 4, 4]",9,[1 1 1],3,0.0
"I know that, but do you know what day it is?""","[1, 4, 4, 3, 2, 3, 4, 4, 3, 2, 2]",32,[1 1 1 1 1 1 1 1 1 1 1],11,0.0
"On my saying that I did not understand, she went on:  ""It is the eve of St. George's Day.","[2, 2, 6, 4, 1, 3, 3, 10, 3, 4, 2, 2, 2, 3, 3, 2, 2, 6, 2, 3]",65,[1 1 1 1 1 1 1 3 0 1 1 1 1 1 1 1 0 1 0 1],19,0.0
"Do you not know that to-night, when the clock strikes midnight, all the evil things in the world will have full sway?","[2, 3, 3, 4, 4, 8, 4, 3, 5, 7, 8, 3, 3, 4, 6, 2, 3, 5, 4, 4, 4, 4]",93,[1 1 1 1 1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1],25,-0.325
"Do you know where you are going, and what you are going to?""","[2, 3, 4, 5, 3, 3, 5, 3, 4, 3, 3, 5, 2]",45,[1 1 1 1 1 1 1 1 1 1 1 1 1],13,0.0
"She was in such evident distress that I tried to comfort her, but without effect.","[3, 3, 2, 4, 7, 8, 4, 1, 5, 2, 7, 3, 3, 7, 6]",65,[0 1 1 1 3 2 1 1 1 1 2 1 1 2 2],20,0.125
Finally she went down on her knees and implored me not to go; at least to wait a day or two before starting.,"[7, 3, 4, 4, 2, 3, 5, 3, 8, 2, 3, 2, 2, 2, 5, 2, 4, 1, 3, 2, 3, 6, 8]",84,[3 0 1 1 1 1 0 1 2 1 1 1 1 1 2 1 1 1 1 1 1 2 2],27,-0.113888888889
It was all very ridiculous but I did not feel comfortable.,"[2, 3, 3, 4, 10, 3, 1, 3, 3, 4, 11]",47,[1 1 1 2 4 1 1 1 1 1 3],17,-0.0166666666667
"However, there was business to be done, and I could allow nothing to interfere with it.","[7, 5, 3, 8, 2, 2, 4, 3, 1, 5, 5, 7, 2, 9, 4, 2]",69,[3 1 1 3 1 1 1 1 1 1 2 2 1 3 1 1],24,0.0
"I therefore tried to raise her up, and said, as gravely as I could, that I thanked her, but my duty was imperative, and that I must go.","[1, 9, 5, 2, 5, 3, 2, 3, 4, 2, 7, 2, 1, 5, 4, 1, 7, 3, 3, 2, 4, 3, 10, 3, 4, 1, 4, 2]",102,[1 3 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 4 1 1 1 1 1],36,0.0
"She then rose and dried her eyes, and taking a crucifix from her neck offered it to me.","[3, 4, 4, 3, 5, 3, 4, 3, 6, 1, 8, 4, 3, 4, 7, 2, 2, 2]",68,[0 1 1 1 1 1 0 1 2 1 3 1 1 1 2 1 1 1],20,0.2
"I did not know what to do, for, as an English Churchman, I have been taught to regard such things as in some measure idolatrous, and yet it seemed so ungracious to refuse an old lady meaning so well and in such a state of mind.","[1, 3, 3, 4, 4, 2, 2, 3, 2, 2, 7, 9, 1, 4, 4, 6, 2, 6, 4, 6, 2, 2, 4, 7, 10, 3, 3, 2, 6, 2, 10, 2, 6, 2, 3, 4, 7, 2, 4, 3, 2, 4, 1, 5, 2, 4]",177,"[1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 3 4 1 1 1 1 1 3 1 2 1 1 2 3
 1 1 1 1 1 1 1 1 1]",60,0.025
"She saw, I suppose, the doubt in my face, for she put the rosary round my neck, and said, ""For your mother's sake,"" and went out of the room.","[3, 3, 1, 7, 3, 5, 2, 2, 4, 3, 3, 3, 3, 6, 5, 2, 4, 3, 4, 3, 4, 6, 2, 4, 3, 4, 3, 2, 3, 4]",104,[0 1 1 2 1 1 1 1 1 1 0 1 1 3 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1 1],31,-0.2
"I am writing up this part of the diary whilst I am waiting for the coach, which is, of course, late; and the crucifix is still round my neck.","[1, 2, 7, 2, 4, 4, 2, 3, 5, 6, 1, 2, 7, 3, 3, 5, 5, 2, 2, 6, 4, 3, 3, 8, 2, 5, 5, 2, 4]",108,[1 1 2 1 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1],35,-0.25
"Whether it is the old lady's fear, or the many ghostly traditions of this place, or the crucifix itself, I do not know, but I am not feeling nearly as easy in my mind as usual.","[7, 2, 2, 3, 3, 4, 2, 4, 2, 3, 4, 7, 10, 2, 4, 5, 2, 3, 8, 6, 1, 2, 3, 4, 3, 1, 2, 3, 7, 6, 2, 4, 2, 2, 4, 2, 5]",136,[2 1 1 1 1 2 0 2 1 1 2 2 3 1 1 1 1 1 3 2 1 1 1 1 1 1 1 1 2 3 1 3 1 1 1 1 2],52,0.195833333333
